order_id,customer_id,product_id,region,order_date,quantity,sales,profit,category,sub_category,ingestion_ts
1268,C269,P029,East,2026-03-30,3,1750,162.22,Office Supplies,Paper,2026-04-03 21:03:29.990956
1269,C270,P030,East,2026-03-31,4,1481,155.65,Technology,Phone,2026-04-03 21:03:29.990956
1270,C271,P031,West,2026-01-01,1,1228,136.64,Furniture,Table,2026-04-03 21:03:29.990956
1271,C272,P032,West,2026-01-02,1,641,81.21,Technology,Phone,2026-04-03 21:03:29.990956
1272,C273,P033,South,2026-01-03,5,1128,167.35,Furniture,Sofa,2026-04-03 21:03:29.990956
1273,C274,P034,West,2026-01-04,3,370,33.66,Technology,Phone,2026-04-03 21:03:29.990956
1274,C275,P035,North,2026-01-05,2,1604,222.01,Office Supplies,Pen,2026-04-03 21:03:29.990956
1275,C276,P036,East,2026-01-06,4,474,39.2,Office Supplies,Storage,2026-04-03 21:03:29.990956
1276,C277,P037,South,2026-01-07,2,1662,145.99,Furniture,Table,2026-04-03 21:03:29.990956
1277,C278,P038,North,2026-01-08,3,143,18.4,Furniture,Sofa,2026-04-03 21:03:29.990956
1278,C279,P039,West,2026-01-09,3,116,15.51,Furniture,Table,2026-04-03 21:03:29.990956
1279,C280,P040,East,2026-01-10,4,230,46.51,Office Supplies,Pen,2026-04-03 21:03:29.990956
1280,C281,P041,North,2026-01-11,1,908,190.65,Office Supplies,Pen,2026-04-03 21:03:29.990956
1281,C282,P042,East,2026-01-12,4,1646,143.98,Furniture,Table,2026-04-03 21:03:29.990956
1282,C283,P043,South,2026-01-13,3,244,37.85,Office Supplies,Paper,2026-04-03 21:03:29.990956
1283,C284,P044,North,2026-01-14,2,144,31.21,Technology,Accessory,2026-04-03 21:03:29.990956
1284,C285,P045,West,2026-01-15,4,230,22.59,Technology,Accessory,2026-04-03 21:03:29.990956
1285,C286,P046,West,2026-01-16,4,1752,206.86,Furniture,Sofa,2026-04-03 21:03:29.990956
1286,C287,P047,West,2026-01-17,4,576,90.52,Office Supplies,Pen,2026-04-03 21:03:29.990956
1287,C288,P048,South,2026-01-18,5,1295,171.83,Office Supplies,Storage,2026-04-03 21:03:29.990956
1288,C289,P049,South,2026-01-19,5,573,95.1,Office Supplies,Paper,2026-04-03 21:03:29.990956
1289,C290,P050,North,2026-01-20,4,1467,179.08,Office Supplies,Storage,2026-04-03 21:03:29.990956
1290,C291,P051,North,2026-01-21,1,968,81.71,Office Supplies,Paper,2026-04-03 21:03:29.990956
1291,C292,P052,South,2026-01-22,3,1184,104.05,Office Supplies,Paper,2026-04-03 21:03:29.990956
1292,C293,P053,North,2026-01-23,2,675,111.07,Furniture,Chair,2026-04-03 21:03:29.990956
1293,C294,P054,South,2026-01-24,5,705,98.28,Technology,Laptop,2026-04-03 21:03:29.990956
1294,C295,P055,North,2026-01-25,5,1125,99.93,Office Supplies,Storage,2026-04-03 21:03:29.990956
1295,C296,P056,West,2026-01-26,1,1962,380.06,Office Supplies,Paper,2026-04-03 21:03:29.990956
1296,C297,P057,North,2026-01-27,1,1901,179.0,Technology,Phone,2026-04-03 21:03:29.990956
1297,C298,P058,East,2026-01-28,3,684,127.98,Office Supplies,Pen,2026-04-03 21:03:29.990956
1298,C299,P059,North,2026-01-29,4,1734,338.12,Office Supplies,Storage,2026-04-03 21:03:29.990956
1299,C300,P060,West,2026-01-30,2,802,138.96,Technology,Laptop,2026-04-03 21:03:29.990956
1300,C001,P061,West,2026-01-31,5,1480,206.7,Furniture,Table,2026-04-03 21:03:29.990956
1301,C002,P062,North,2026-02-01,5,117,9.69,Furniture,Table,2026-04-03 21:03:29.990956
1302,C003,P063,South,2026-02-02,1,1908,312.21,Furniture,Sofa,2026-04-03 21:03:29.990956
1303,C004,P064,North,2026-02-03,5,1242,233.99,Furniture,Sofa,2026-04-03 21:03:29.990956
1304,C005,P065,South,2026-02-04,3,1672,347.43,Technology,Laptop,2026-04-03 21:03:29.990956
1305,C006,P066,North,2026-02-05,1,1302,231.01,Furniture,Chair,2026-04-03 21:03:29.990956
1306,C007,P067,East,2026-02-06,2,1503,314.85,Technology,Phone,2026-04-03 21:03:29.990956
1307,C008,P068,West,2026-02-07,2,1231,205.13,Furniture,Table,2026-04-03 21:03:29.990956
1308,C009,P069,North,2026-02-08,1,1275,160.5,Furniture,Chair,2026-04-03 21:03:29.990956
1309,C010,P070,East,2026-02-09,4,1148,155.08,Furniture,Chair,2026-04-03 21:03:29.990956
1310,C011,P071,East,2026-02-10,5,1021,183.55,Furniture,Table,2026-04-03 21:03:29.990956
1311,C012,P072,South,2026-02-11,4,1325,240.51,Office Supplies,Pen,2026-04-03 21:03:29.990956
1312,C013,P073,West,2026-02-12,2,1766,234.27,Technology,Laptop,2026-04-03 21:03:29.990956
1313,C014,P074,East,2026-02-13,3,1577,336.54,Technology,Laptop,2026-04-03 21:03:29.990956
1314,C015,P075,South,2026-02-14,3,955,204.77,Office Supplies,Paper,2026-04-03 21:03:29.990956
1315,C016,P076,South,2026-02-15,1,1707,177.57,Office Supplies,Paper,2026-04-03 21:03:29.990956
1316,C017,P077,West,2026-02-16,5,1223,227.22,Technology,Phone,2026-04-03 21:03:29.990956
1317,C018,P078,West,2026-02-17,1,461,79.69,Office Supplies,Paper,2026-04-03 21:03:29.990956
1318,C019,P079,North,2026-02-18,4,613,62.37,Office Supplies,Paper,2026-04-03 21:03:29.990956
1319,C020,P080,West,2026-02-19,2,430,47.74,Technology,Phone,2026-04-03 21:03:29.990956
1320,C021,P081,East,2026-02-20,1,440,58.48,Office Supplies,Storage,2026-04-03 21:03:29.990956
1321,C022,P082,West,2026-02-21,1,1495,308.75,Furniture,Chair,2026-04-03 21:03:29.990956
1322,C023,P083,East,2026-02-22,4,1667,147.8,Furniture,Chair,2026-04-03 21:03:29.990956
1323,C024,P084,South,2026-02-23,2,358,50.81,Office Supplies,Paper,2026-04-03 21:03:29.990956
1324,C025,P085,South,2026-02-24,2,613,92.56,Furniture,Sofa,2026-04-03 21:03:29.990956
1325,C026,P086,North,2026-02-25,4,1958,174.09,Office Supplies,Storage,2026-04-03 21:03:29.990956
1326,C027,P087,South,2026-02-26,4,1974,258.52,Technology,Laptop,2026-04-03 21:03:29.990956
1327,C028,P088,West,2026-02-27,3,348,38.95,Office Supplies,Paper,2026-04-03 21:03:29.990956
1328,C029,P089,North,2026-02-28,2,1189,105.89,Office Supplies,Pen,2026-04-03 21:03:29.990956
1329,C030,P090,South,2026-03-01,4,189,17.38,Office Supplies,Storage,2026-04-03 21:03:29.990956
1330,C031,P091,West,2026-03-02,3,1920,235.66,Technology,Accessory,2026-04-03 21:03:29.990956
1331,C032,P092,South,2026-03-03,4,998,144.63,Office Supplies,Storage,2026-04-03 21:03:29.990956
1332,C033,P093,East,2026-03-04,1,875,133.52,Furniture,Sofa,2026-04-03 21:03:29.990956
1333,C034,P094,South,2026-03-05,1,1762,144.17,Furniture,Sofa,2026-04-03 21:03:29.990956
1334,C035,P095,South,2026-03-06,1,584,78.62,Office Supplies,Pen,2026-04-03 21:03:29.990956
1335,C036,P096,South,2026-03-07,3,1734,154.38,Technology,Accessory,2026-04-03 21:03:29.990956
1336,C037,P097,West,2026-03-08,4,305,57.07,Office Supplies,Storage,2026-04-03 21:03:29.990956
1337,C038,P098,East,2026-03-09,3,1256,172.87,Furniture,Sofa,2026-04-03 21:03:29.990956
1338,C039,P099,South,2026-03-10,2,975,192.72,Technology,Phone,2026-04-03 21:03:29.990956
1339,C040,P100,North,2026-03-11,4,1232,255.53,Technology,Phone,2026-04-03 21:03:29.990956
1340,C041,P101,West,2026-03-12,1,217,22.67,Technology,Phone,2026-04-03 21:03:29.990956
1341,C042,P102,West,2026-03-13,5,1475,275.82,Office Supplies,Paper,2026-04-03 21:03:29.990956
1342,C043,P103,North,2026-03-14,1,1996,367.96,Office Supplies,Storage,2026-04-03 21:03:29.990956
1343,C044,P104,East,2026-03-15,5,1700,352.86,Technology,Phone,2026-04-03 21:03:29.990956
1344,C045,P105,East,2026-03-16,4,1390,298.0,Furniture,Table,2026-04-03 21:03:29.990956
1345,C046,P106,North,2026-03-17,4,648,100.62,Furniture,Sofa,2026-04-03 21:03:29.990956
1346,C047,P107,East,2026-03-18,5,1438,241.92,Furniture,Chair,2026-04-03 21:03:29.990956
1347,C048,P108,East,2026-03-19,1,1711,333.14,Office Supplies,Storage,2026-04-03 21:03:29.990956
1348,C049,P109,South,2026-03-20,3,546,78.67,Office Supplies,Pen,2026-04-03 21:03:29.990956
1349,C050,P110,North,2026-03-21,4,1083,180.73,Office Supplies,Pen,2026-04-03 21:03:29.990956
1350,C051,P111,South,2026-03-22,3,1943,210.83,Office Supplies,Pen,2026-04-03 21:03:29.990956
1351,C052,P112,East,2026-03-23,5,626,101.76,Office Supplies,Paper,2026-04-03 21:03:29.990956
1352,C053,P113,North,2026-03-24,5,1354,229.05,Furniture,Chair,2026-04-03 21:03:29.990956
1353,C054,P114,South,2026-03-25,5,1970,302.2,Technology,Accessory,2026-04-03 21:03:29.990956
1354,C055,P115,East,2026-03-26,2,276,44.72,Furniture,Table,2026-04-03 21:03:29.990956
1355,C056,P116,East,2026-03-27,5,607,50.8,Furniture,Table,2026-04-03 21:03:29.990956
1356,C057,P117,East,2026-03-28,2,1169,189.13,Office Supplies,Paper,2026-04-03 21:03:29.990956
1357,C058,P118,North,2026-03-29,1,528,80.62,Office Supplies,Storage,2026-04-03 21:03:29.990956
1358,C059,P119,South,2026-03-30,4,1127,125.05,Furniture,Table,2026-04-03 21:03:29.990956
1359,C060,P120,East,2026-03-31,5,1471,203.78,Technology,Accessory,2026-04-03 21:03:29.990956
1360,C061,P001,South,2026-01-01,2,1070,115.23,Office Supplies,Pen,2026-04-03 21:03:29.990956
1361,C062,P002,South,2026-01-02,5,183,17.36,Office Supplies,Pen,2026-04-03 21:03:29.990956
1362,C063,P003,East,2026-01-03,5,108,10.46,Furniture,Table,2026-04-03 21:03:29.990956
1363,C064,P004,North,2026-01-04,3,147,12.8,Furniture,Sofa,2026-04-03 21:03:29.990956
1364,C065,P005,North,2026-01-05,5,1464,152.22,Office Supplies,Storage,2026-04-03 21:03:29.990956
1365,C066,P006,South,2026-01-06,4,443,86.39,Office Supplies,Storage,2026-04-03 21:03:29.990956
1366,C067,P007,South,2026-01-07,5,379,43.37,Furniture,Table,2026-04-03 21:03:29.990956
1367,C068,P008,North,2026-01-08,5,719,94.94,Technology,Phone,2026-04-03 21:03:29.990956
1368,C069,P009,North,2026-01-09,3,589,97.91,Furniture,Sofa,2026-04-03 21:03:29.990956
1369,C070,P010,North,2026-01-10,5,428,54.08,Furniture,Chair,2026-04-03 21:03:29.990956
1370,C071,P011,West,2026-01-11,4,1432,295.34,Furniture,Chair,2026-04-03 21:03:29.990956
1371,C072,P012,East,2026-01-12,3,728,76.19,Office Supplies,Storage,2026-04-03 21:03:29.990956
1372,C073,P013,West,2026-01-13,5,433,37.0,Technology,Accessory,2026-04-03 21:03:29.990956
1373,C074,P014,East,2026-01-14,2,826,101.1,Technology,Phone,2026-04-03 21:03:29.990956
1374,C075,P015,North,2026-01-15,4,990,108.91,Technology,Laptop,2026-04-03 21:03:29.990956
1375,C076,P016,East,2026-01-16,2,429,45.82,Furniture,Table,2026-04-03 21:03:29.990956
1376,C077,P017,South,2026-01-17,5,1527,247.15,Office Supplies,Paper,2026-04-03 21:03:29.990956
1377,C078,P018,South,2026-01-18,5,585,112.24,Furniture,Sofa,2026-04-03 21:03:29.990956
1378,C079,P019,South,2026-01-19,5,1259,192.41,Office Supplies,Storage,2026-04-03 21:03:29.990956
1379,C080,P020,North,2026-01-20,5,1799,267.94,Office Supplies,Pen,2026-04-03 21:03:29.990956
1380,C081,P021,East,2026-01-21,3,1550,305.24,Furniture,Table,2026-04-03 21:03:29.990956
1381,C082,P022,East,2026-01-22,2,777,83.89,Furniture,Table,2026-04-03 21:03:29.990956
1382,C083,P023,West,2026-01-23,1,1790,245.39,Office Supplies,Storage,2026-04-03 21:03:29.990956
1383,C084,P024,North,2026-01-24,2,806,65.97,Furniture,Sofa,2026-04-03 21:03:29.990956
1384,C085,P025,West,2026-01-25,4,1973,288.49,Office Supplies,Paper,2026-04-03 21:03:29.990956
1385,C086,P026,East,2026-01-26,4,870,128.84,Office Supplies,Storage,2026-04-03 21:03:29.990956
1386,C087,P027,North,2026-01-27,2,1047,166.09,Technology,Accessory,2026-04-03 21:03:29.990956
1387,C088,P028,West,2026-01-28,2,1521,146.7,Furniture,Sofa,2026-04-03 21:03:29.990956
1388,C089,P029,South,2026-01-29,4,515,112.89,Office Supplies,Storage,2026-04-03 21:03:29.990956
1389,C090,P030,West,2026-01-30,4,666,134.09,Office Supplies,Pen,2026-04-03 21:03:29.990956
1390,C091,P031,South,2026-01-31,2,409,40.12,Technology,Laptop,2026-04-03 21:03:29.990956
1391,C092,P032,West,2026-02-01,1,606,53.73,Office Supplies,Storage,2026-04-03 21:03:29.990956
1392,C093,P033,South,2026-02-02,1,427,44.96,Furniture,Sofa,2026-04-03 21:03:29.990956
1393,C094,P034,North,2026-02-03,2,1541,138.58,Furniture,Chair,2026-04-03 21:03:29.990956
1394,C095,P035,South,2026-02-04,4,1219,173.48,Technology,Accessory,2026-04-03 21:03:29.990956
1395,C096,P036,West,2026-02-05,2,1463,195.32,Office Supplies,Pen,2026-04-03 21:03:29.990956
1396,C097,P037,South,2026-02-06,3,560,99.23,Technology,Laptop,2026-04-03 21:03:29.990956
1397,C098,P038,West,2026-02-07,3,1717,187.27,Furniture,Table,2026-04-03 21:03:29.990956
1398,C099,P039,South,2026-02-08,2,501,79.38,Furniture,Chair,2026-04-03 21:03:29.990956
1399,C100,P040,East,2026-02-09,2,266,44.86,Office Supplies,Paper,2026-04-03 21:03:29.990956
1400,C101,P041,North,2026-02-10,2,1551,325.54,Office Supplies,Pen,2026-04-03 21:03:29.990956
1401,C102,P042,West,2026-02-11,2,1397,187.58,Office Supplies,Paper,2026-04-03 21:03:29.990956
1402,C103,P043,East,2026-02-12,3,1900,175.89,Office Supplies,Storage,2026-04-03 21:03:29.990956
1403,C104,P044,South,2026-02-13,4,1906,288.53,Furniture,Sofa,2026-04-03 21:03:29.990956
1404,C105,P045,East,2026-02-14,5,1818,253.36,Furniture,Sofa,2026-04-03 21:03:29.990956
1405,C106,P046,South,2026-02-15,3,181,16.22,Furniture,Table,2026-04-03 21:03:29.990956
1406,C107,P047,North,2026-02-16,5,1894,210.9,Furniture,Table,2026-04-03 21:03:29.990956
1407,C108,P048,North,2026-02-17,3,1329,272.93,Office Supplies,Paper,2026-04-03 21:03:29.990956
1408,C109,P049,North,2026-02-18,4,1856,346.49,Technology,Phone,2026-04-03 21:03:29.990956
1409,C110,P050,South,2026-02-19,5,1673,328.94,Office Supplies,Paper,2026-04-03 21:03:29.990956
1410,C111,P051,West,2026-02-20,1,123,26.65,Furniture,Table,2026-04-03 21:03:29.990956
1411,C112,P052,South,2026-02-21,1,1474,195.42,Office Supplies,Pen,2026-04-03 21:03:29.990956
1412,C113,P053,North,2026-02-22,1,687,149.97,Office Supplies,Paper,2026-04-03 21:03:29.990956
1413,C114,P054,East,2026-02-23,2,583,115.07,Furniture,Sofa,2026-04-03 21:03:29.990956
1414,C115,P055,East,2026-02-24,2,182,16.11,Furniture,Sofa,2026-04-03 21:03:29.990956
1415,C116,P056,West,2026-02-25,4,570,76.67,Technology,Accessory,2026-04-03 21:03:29.990956
1416,C117,P057,West,2026-02-26,5,598,105.53,Technology,Accessory,2026-04-03 21:03:29.990956
1417,C118,P058,West,2026-02-27,4,628,77.3,Office Supplies,Paper,2026-04-03 21:03:29.990956
1418,C119,P059,West,2026-02-28,1,336,39.07,Office Supplies,Storage,2026-04-03 21:03:29.990956
1419,C120,P060,North,2026-03-01,3,1298,146.08,Furniture,Table,2026-04-03 21:03:29.990956
1420,C121,P061,South,2026-03-02,3,692,55.68,Technology,Phone,2026-04-03 21:03:29.990956
1421,C122,P062,East,2026-03-03,5,1145,183.85,Office Supplies,Paper,2026-04-03 21:03:29.990956
1422,C123,P063,East,2026-03-04,2,1207,154.08,Office Supplies,Storage,2026-04-03 21:03:29.990956
1423,C124,P064,East,2026-03-05,4,803,114.03,Technology,Phone,2026-04-03 21:03:29.990956
1424,C125,P065,West,2026-03-06,3,1094,217.88,Technology,Phone,2026-04-03 21:03:29.990956
1425,C126,P066,East,2026-03-07,4,969,123.09,Office Supplies,Paper,2026-04-03 21:03:29.990956
1426,C127,P067,South,2026-03-08,4,741,112.48,Furniture,Sofa,2026-04-03 21:03:29.990956
1427,C128,P068,South,2026-03-09,1,1873,196.7,Technology,Phone,2026-04-03 21:03:29.990956
1428,C129,P069,East,2026-03-10,4,1655,343.86,Technology,Laptop,2026-04-03 21:03:29.990956
1429,C130,P070,South,2026-03-11,4,241,44.24,Technology,Accessory,2026-04-03 21:03:29.990956
1430,C131,P071,South,2026-03-12,5,266,38.31,Office Supplies,Paper,2026-04-03 21:03:29.990956
1431,C132,P072,West,2026-03-13,5,1935,220.07,Office Supplies,Storage,2026-04-03 21:03:29.990956
1432,C133,P073,North,2026-03-14,3,1460,283.02,Furniture,Table,2026-04-03 21:03:29.990956
1433,C134,P074,South,2026-03-15,2,243,34.69,Office Supplies,Pen,2026-04-03 21:03:29.990956
1434,C135,P075,South,2026-03-16,2,1379,120.42,Furniture,Chair,2026-04-03 21:03:29.990956
1435,C136,P076,West,2026-03-17,1,1296,125.13,Furniture,Table,2026-04-03 21:03:29.990956
1436,C137,P077,North,2026-03-18,3,1757,351.67,Office Supplies,Paper,2026-04-03 21:03:29.990956
1437,C138,P078,West,2026-03-19,2,103,12.02,Technology,Phone,2026-04-03 21:03:29.990956
1438,C139,P079,West,2026-03-20,2,1951,178.39,Office Supplies,Pen,2026-04-03 21:03:29.990956
1439,C140,P080,West,2026-03-21,4,711,69.67,Office Supplies,Pen,2026-04-03 21:03:29.990956
1440,C141,P081,North,2026-03-22,1,1837,304.83,Office Supplies,Storage,2026-04-03 21:03:29.990956
1441,C142,P082,West,2026-03-23,5,1342,192.59,Furniture,Chair,2026-04-03 21:03:29.990956
1442,C143,P083,North,2026-03-24,4,978,175.15,Technology,Phone,2026-04-03 21:03:29.990956
1443,C144,P084,West,2026-03-25,3,1123,156.78,Furniture,Table,2026-04-03 21:03:29.990956
1444,C145,P085,West,2026-03-26,4,1661,274.68,Furniture,Chair,2026-04-03 21:03:29.990956
1445,C146,P086,East,2026-03-27,5,1162,233.81,Furniture,Sofa,2026-04-03 21:03:29.990956
1446,C147,P087,North,2026-03-28,2,1425,168.59,Office Supplies,Pen,2026-04-03 21:03:29.990956
1447,C148,P088,West,2026-03-29,2,534,100.7,Office Supplies,Paper,2026-04-03 21:03:29.990956
1448,C149,P089,South,2026-03-30,3,558,105.6,Furniture,Chair,2026-04-03 21:03:29.990956
1449,C150,P090,North,2026-03-31,1,237,44.98,Furniture,Chair,2026-04-03 21:03:29.990956
1450,C151,P091,South,2026-01-01,4,1634,144.26,Furniture,Table,2026-04-03 21:03:29.990956
1451,C152,P092,East,2026-01-02,3,1678,282.15,Furniture,Chair,2026-04-03 21:03:29.990956
1452,C153,P093,West,2026-01-03,1,1767,276.87,Office Supplies,Paper,2026-04-03 21:03:29.990956
1453,C154,P094,North,2026-01-04,3,1062,208.07,Technology,Laptop,2026-04-03 21:03:29.990956
1454,C155,P095,East,2026-01-05,5,814,139.08,Office Supplies,Paper,2026-04-03 21:03:29.990956
1455,C156,P096,East,2026-01-06,5,1537,177.37,Office Supplies,Storage,2026-04-03 21:03:29.990956
1456,C157,P097,North,2026-01-07,4,580,103.57,Technology,Accessory,2026-04-03 21:03:29.990956
1457,C158,P098,East,2026-01-08,4,642,67.9,Office Supplies,Paper,2026-04-03 21:03:29.990956
1458,C159,P099,South,2026-01-09,5,1112,207.95,Office Supplies,Storage,2026-04-03 21:03:29.990956
1459,C160,P100,East,2026-01-10,1,1731,147.94,Office Supplies,Pen,2026-04-03 21:03:29.990956
1460,C161,P101,East,2026-01-11,3,198,18.2,Furniture,Table,2026-04-03 21:03:29.990956
1461,C162,P102,North,2026-01-12,2,1580,325.96,Furniture,Sofa,2026-04-03 21:03:29.990956
1462,C163,P103,East,2026-01-13,1,1640,308.58,Office Supplies,Storage,2026-04-03 21:03:29.990956
1463,C164,P104,South,2026-01-14,5,1149,181.41,Technology,Laptop,2026-04-03 21:03:29.990956
1464,C165,P105,West,2026-01-15,1,313,67.38,Technology,Accessory,2026-04-03 21:03:29.990956
1465,C166,P106,North,2026-01-16,1,1520,316.53,Technology,Phone,2026-04-03 21:03:29.990956
1466,C167,P107,East,2026-01-17,5,1446,150.0,Technology,Phone,2026-04-03 21:03:29.990956
1467,C168,P108,North,2026-01-18,2,1355,108.52,Furniture,Sofa,2026-04-03 21:03:29.990956
1468,C169,P109,North,2026-01-19,2,1709,215.86,Furniture,Table,2026-04-03 21:03:29.990956
1469,C170,P110,South,2026-01-20,1,505,60.65,Furniture,Chair,2026-04-03 21:03:29.990956
1470,C171,P111,West,2026-01-21,4,1152,180.29,Technology,Phone,2026-04-03 21:03:29.990956
1471,C172,P112,West,2026-01-22,3,1028,83.84,Furniture,Sofa,2026-04-03 21:03:29.990956
1472,C173,P113,North,2026-01-23,5,1393,137.18,Furniture,Sofa,2026-04-03 21:03:29.990956
1473,C174,P114,South,2026-01-24,4,1569,270.42,Technology,Phone,2026-04-03 21:03:29.990956
1474,C175,P115,South,2026-01-25,1,1561,220.31,Technology,Accessory,2026-04-03 21:03:29.990956
1475,C176,P116,North,2026-01-26,1,522,77.1,Technology,Accessory,2026-04-03 21:03:29.990956
1476,C177,P117,South,2026-01-27,3,1346,136.05,Furniture,Chair,2026-04-03 21:03:29.990956
1477,C178,P118,West,2026-01-28,5,662,133.69,Office Supplies,Storage,2026-04-03 21:03:29.990956
1478,C179,P119,East,2026-01-29,3,343,30.11,Furniture,Table,2026-04-03 21:03:29.990956
1479,C180,P120,North,2026-01-30,2,1351,181.97,Office Supplies,Paper,2026-04-03 21:03:29.990956
1480,C181,P001,East,2026-01-31,1,1487,212.16,Furniture,Table,2026-04-03 21:03:29.990956
1481,C182,P002,North,2026-02-01,1,1008,181.67,Office Supplies,Storage,2026-04-03 21:03:29.990956
1482,C183,P003,East,2026-02-02,2,1944,371.42,Office Supplies,Pen,2026-04-03 21:03:29.990956
1483,C184,P004,South,2026-02-03,3,335,44.94,Furniture,Sofa,2026-04-03 21:03:29.990956
1484,C185,P005,West,2026-02-04,4,1939,421.14,Furniture,Sofa,2026-04-03 21:03:29.990956
1485,C186,P006,South,2026-02-05,2,555,54.32,Technology,Laptop,2026-04-03 21:03:29.990956
1486,C187,P007,East,2026-02-06,1,342,64.04,Office Supplies,Paper,2026-04-03 21:03:29.990956
1487,C188,P008,North,2026-02-07,2,1430,141.6,Technology,Laptop,2026-04-03 21:03:29.990956
1488,C189,P009,West,2026-02-08,1,599,63.38,Office Supplies,Storage,2026-04-03 21:03:29.990956
1489,C190,P010,West,2026-02-09,3,1910,161.48,Technology,Laptop,2026-04-03 21:03:29.990956
1490,C191,P011,West,2026-02-10,4,1748,157.8,Office Supplies,Pen,2026-04-03 21:03:29.990956
1491,C192,P012,West,2026-02-11,1,687,136.59,Technology,Accessory,2026-04-03 21:03:29.990956
1492,C193,P013,North,2026-02-12,5,1508,322.17,Office Supplies,Paper,2026-04-03 21:03:29.990956
1493,C194,P014,South,2026-02-13,2,803,155.89,Technology,Accessory,2026-04-03 21:03:29.990956
1494,C195,P015,West,2026-02-14,2,166,24.08,Technology,Laptop,2026-04-03 21:03:29.990956
1495,C196,P016,East,2026-02-15,5,152,30.55,Office Supplies,Pen,2026-04-03 21:03:29.990956
1496,C197,P017,West,2026-02-16,3,1736,168.63,Furniture,Sofa,2026-04-03 21:03:29.990956
1497,C198,P018,South,2026-02-17,2,1793,372.68,Office Supplies,Storage,2026-04-03 21:03:29.990956
1498,C199,P019,East,2026-02-18,5,1645,194.87,Furniture,Table,2026-04-03 21:03:29.990956
1499,C200,P020,East,2026-02-19,2,981,100.3,Office Supplies,Pen,2026-04-03 21:03:29.990956
1500,C201,P021,South,2026-02-20,1,890,173.26,Furniture,Table,2026-04-03 21:03:29.990956
1501,C202,P022,West,2026-02-21,5,1463,189.25,Technology,Accessory,2026-04-03 21:03:29.990956
1502,C203,P023,North,2026-02-22,3,1183,133.73,Furniture,Table,2026-04-03 21:03:29.990956
1503,C204,P024,East,2026-02-23,3,116,21.27,Office Supplies,Paper,2026-04-03 21:03:29.990956
1504,C205,P025,South,2026-02-24,5,1574,177.83,Furniture,Sofa,2026-04-03 21:03:29.990956
1505,C206,P026,West,2026-02-25,4,812,98.13,Furniture,Sofa,2026-04-03 21:03:29.990956
1506,C207,P027,North,2026-02-26,5,1869,192.69,Technology,Phone,2026-04-03 21:03:29.990956
1507,C208,P028,North,2026-02-27,2,1223,168.03,Furniture,Table,2026-04-03 21:03:29.990956
1508,C209,P029,South,2026-02-28,4,1998,400.35,Furniture,Table,2026-04-03 21:03:29.990956
1509,C210,P030,North,2026-03-01,3,929,145.23,Office Supplies,Paper,2026-04-03 21:03:29.990956
1510,C211,P031,East,2026-03-02,5,1602,158.71,Technology,Laptop,2026-04-03 21:03:29.990956
1511,C212,P032,South,2026-03-03,3,355,33.5,Technology,Laptop,2026-04-03 21:03:29.990956
1512,C213,P033,West,2026-03-04,4,1580,329.92,Furniture,Table,2026-04-03 21:03:29.990956
1513,C214,P034,East,2026-03-05,1,1204,232.07,Furniture,Sofa,2026-04-03 21:03:29.990956
1514,C215,P035,East,2026-03-06,3,549,104.34,Office Supplies,Paper,2026-04-03 21:03:29.990956
1515,C216,P036,North,2026-03-07,4,1788,367.25,Furniture,Sofa,2026-04-03 21:03:29.990956
1516,C217,P037,West,2026-03-08,5,1758,369.9,Office Supplies,Storage,2026-04-03 21:03:29.990956
1517,C218,P038,West,2026-03-09,2,736,66.49,Furniture,Chair,2026-04-03 21:03:29.990956
1518,C219,P039,South,2026-03-10,5,1143,230.66,Technology,Laptop,2026-04-03 21:03:29.990956
1519,C220,P040,South,2026-03-11,5,393,67.29,Furniture,Chair,2026-04-03 21:03:29.990956
1520,C221,P041,West,2026-03-12,3,252,54.13,Furniture,Chair,2026-04-03 21:03:29.990956
1521,C222,P042,North,2026-03-13,1,493,88.49,Furniture,Chair,2026-04-03 21:03:29.990956
1522,C223,P043,South,2026-03-14,3,1153,247.73,Technology,Accessory,2026-04-03 21:03:29.990956
1523,C224,P044,South,2026-03-15,4,1224,256.28,Office Supplies,Storage,2026-04-03 21:03:29.990956
1524,C225,P045,East,2026-03-16,5,1469,191.36,Technology,Laptop,2026-04-03 21:03:29.990956
1525,C226,P046,North,2026-03-17,3,1582,328.09,Office Supplies,Storage,2026-04-03 21:03:29.990956
1526,C227,P047,South,2026-03-18,3,347,35.78,Technology,Phone,2026-04-03 21:03:29.990956
1527,C228,P048,North,2026-03-19,5,885,150.28,Technology,Phone,2026-04-03 21:03:29.990956
1528,C229,P049,West,2026-03-20,1,244,33.02,Technology,Laptop,2026-04-03 21:03:29.990956
1529,C230,P050,North,2026-03-21,2,1390,234.62,Technology,Laptop,2026-04-03 21:03:29.990956
1530,C231,P051,South,2026-03-22,3,880,163.73,Furniture,Sofa,2026-04-03 21:03:29.990956
1531,C232,P052,South,2026-03-23,2,1907,178.73,Furniture,Sofa,2026-04-03 21:03:29.990956
1532,C233,P053,East,2026-03-24,3,1461,147.02,Office Supplies,Pen,2026-04-03 21:03:29.990956
1533,C234,P054,West,2026-03-25,4,910,159.92,Office Supplies,Pen,2026-04-03 21:03:29.990956
1534,C235,P055,South,2026-03-26,2,1284,183.2,Furniture,Sofa,2026-04-03 21:03:29.990956
