order_id,customer_id,product_id,region,order_date,quantity,sales,profit,category,sub_category,ingestion_ts,revenue,customer_segment
1234,C235,P115,East,2026-02-24,4,1598,262.66,Technology,Phone,2026-04-03 21:03:29.990956,6392,High Value
1235,C236,P116,West,2026-02-25,3,1518,291.44,Furniture,Sofa,2026-04-03 21:03:29.990956,4554,High Value
1236,C237,P117,East,2026-02-26,1,977,107.16,Technology,Accessory,2026-04-03 21:03:29.990956,977,Medium Value
1237,C238,P118,West,2026-02-27,1,1655,320.0,Office Supplies,Pen,2026-04-03 21:03:29.990956,1655,High Value
1238,C239,P119,East,2026-02-28,3,1288,123.75,Technology,Accessory,2026-04-03 21:03:29.990956,3864,High Value
1239,C240,P120,North,2026-03-01,3,1594,217.35,Furniture,Table,2026-04-03 21:03:29.990956,4782,High Value
1240,C241,P001,North,2026-03-02,5,1867,238.44,Technology,Laptop,2026-04-03 21:03:29.990956,9335,High Value
1241,C242,P002,North,2026-03-03,5,1309,143.85,Technology,Laptop,2026-04-03 21:03:29.990956,6545,High Value
1242,C243,P003,East,2026-03-04,2,1733,178.43,Office Supplies,Storage,2026-04-03 21:03:29.990956,3466,High Value
1243,C244,P004,South,2026-03-05,3,315,33.09,Furniture,Table,2026-04-03 21:03:29.990956,945,Low Value
1244,C245,P005,South,2026-03-06,5,1630,201.66,Furniture,Chair,2026-04-03 21:03:29.990956,8150,High Value
1245,C246,P006,West,2026-03-07,5,862,89.22,Furniture,Sofa,2026-04-03 21:03:29.990956,4310,Medium Value
1246,C247,P007,North,2026-03-08,1,592,95.17,Furniture,Chair,2026-04-03 21:03:29.990956,592,Medium Value
1247,C248,P008,West,2026-03-09,1,1984,246.5,Technology,Phone,2026-04-03 21:03:29.990956,1984,High Value
1248,C249,P009,South,2026-03-10,5,1202,193.82,Furniture,Table,2026-04-03 21:03:29.990956,6010,High Value
1249,C250,P010,West,2026-03-11,4,347,38.54,Technology,Laptop,2026-04-03 21:03:29.990956,1388,Low Value
1250,C251,P011,North,2026-03-12,5,400,46.31,Office Supplies,Paper,2026-04-03 21:03:29.990956,2000,Low Value
1251,C252,P012,North,2026-03-13,1,794,108.26,Technology,Phone,2026-04-03 21:03:29.990956,794,Medium Value
1252,C253,P013,East,2026-03-14,1,448,86.53,Technology,Laptop,2026-04-03 21:03:29.990956,448,Low Value
1253,C254,P014,South,2026-03-15,1,1996,263.54,Technology,Accessory,2026-04-03 21:03:29.990956,1996,High Value
1254,C255,P015,East,2026-03-16,5,255,43.71,Technology,Accessory,2026-04-03 21:03:29.990956,1275,Low Value
1255,C256,P016,East,2026-03-17,4,887,124.69,Technology,Phone,2026-04-03 21:03:29.990956,3548,Medium Value
1256,C257,P017,East,2026-03-18,2,256,30.42,Furniture,Sofa,2026-04-03 21:03:29.990956,512,Low Value
1257,C258,P018,West,2026-03-19,2,1512,300.14,Furniture,Chair,2026-04-03 21:03:29.990956,3024,High Value
1258,C259,P019,East,2026-03-20,3,1684,346.78,Office Supplies,Paper,2026-04-03 21:03:29.990956,5052,High Value
1259,C260,P020,South,2026-03-21,1,1923,368.01,Technology,Phone,2026-04-03 21:03:29.990956,1923,High Value
1260,C261,P021,North,2026-03-22,3,1760,206.18,Technology,Accessory,2026-04-03 21:03:29.990956,5280,High Value
1261,C262,P022,South,2026-03-23,4,524,93.28,Furniture,Table,2026-04-03 21:03:29.990956,2096,Medium Value
1262,C263,P023,West,2026-03-24,4,1096,193.13,Technology,Accessory,2026-04-03 21:03:29.990956,4384,High Value
1263,C264,P024,West,2026-03-25,1,1492,317.83,Office Supplies,Pen,2026-04-03 21:03:29.990956,1492,High Value
1264,C265,P025,East,2026-03-26,4,923,177.05,Technology,Phone,2026-04-03 21:03:29.990956,3692,Medium Value
1265,C266,P026,North,2026-03-27,1,1383,199.81,Technology,Laptop,2026-04-03 21:03:29.990956,1383,High Value
1266,C267,P027,South,2026-03-28,3,1777,143.73,Furniture,Chair,2026-04-03 21:03:29.990956,5331,High Value
1267,C268,P028,West,2026-03-29,3,1426,171.07,Office Supplies,Pen,2026-04-03 21:03:29.990956,4278,High Value
1268,C269,P029,East,2026-03-30,3,1750,162.22,Office Supplies,Paper,2026-04-03 21:03:29.990956,5250,High Value
1269,C270,P030,East,2026-03-31,4,1481,155.65,Technology,Phone,2026-04-03 21:03:29.990956,5924,High Value
1270,C271,P031,West,2026-01-01,1,1228,136.64,Furniture,Table,2026-04-03 21:03:29.990956,1228,High Value
1271,C272,P032,West,2026-01-02,1,641,81.21,Technology,Phone,2026-04-03 21:03:29.990956,641,Medium Value
1272,C273,P033,South,2026-01-03,5,1128,167.35,Furniture,Sofa,2026-04-03 21:03:29.990956,5640,High Value
1273,C274,P034,West,2026-01-04,3,370,33.66,Technology,Phone,2026-04-03 21:03:29.990956,1110,Low Value
1274,C275,P035,North,2026-01-05,2,1604,222.01,Office Supplies,Pen,2026-04-03 21:03:29.990956,3208,High Value
1275,C276,P036,East,2026-01-06,4,474,39.2,Office Supplies,Storage,2026-04-03 21:03:29.990956,1896,Low Value
1276,C277,P037,South,2026-01-07,2,1662,145.99,Furniture,Table,2026-04-03 21:03:29.990956,3324,High Value
1277,C278,P038,North,2026-01-08,3,143,18.4,Furniture,Sofa,2026-04-03 21:03:29.990956,429,Low Value
1278,C279,P039,West,2026-01-09,3,116,15.51,Furniture,Table,2026-04-03 21:03:29.990956,348,Low Value
1279,C280,P040,East,2026-01-10,4,230,46.51,Office Supplies,Pen,2026-04-03 21:03:29.990956,920,Low Value
1280,C281,P041,North,2026-01-11,1,908,190.65,Office Supplies,Pen,2026-04-03 21:03:29.990956,908,Medium Value
1281,C282,P042,East,2026-01-12,4,1646,143.98,Furniture,Table,2026-04-03 21:03:29.990956,6584,High Value
1282,C283,P043,South,2026-01-13,3,244,37.85,Office Supplies,Paper,2026-04-03 21:03:29.990956,732,Low Value
1283,C284,P044,North,2026-01-14,2,144,31.21,Technology,Accessory,2026-04-03 21:03:29.990956,288,Low Value
1284,C285,P045,West,2026-01-15,4,230,22.59,Technology,Accessory,2026-04-03 21:03:29.990956,920,Low Value
1285,C286,P046,West,2026-01-16,4,1752,206.86,Furniture,Sofa,2026-04-03 21:03:29.990956,7008,High Value
1286,C287,P047,West,2026-01-17,4,576,90.52,Office Supplies,Pen,2026-04-03 21:03:29.990956,2304,Medium Value
1287,C288,P048,South,2026-01-18,5,1295,171.83,Office Supplies,Storage,2026-04-03 21:03:29.990956,6475,High Value
1288,C289,P049,South,2026-01-19,5,573,95.1,Office Supplies,Paper,2026-04-03 21:03:29.990956,2865,Medium Value
1289,C290,P050,North,2026-01-20,4,1467,179.08,Office Supplies,Storage,2026-04-03 21:03:29.990956,5868,High Value
1290,C291,P051,North,2026-01-21,1,968,81.71,Office Supplies,Paper,2026-04-03 21:03:29.990956,968,Medium Value
1291,C292,P052,South,2026-01-22,3,1184,104.05,Office Supplies,Paper,2026-04-03 21:03:29.990956,3552,High Value
1292,C293,P053,North,2026-01-23,2,675,111.07,Furniture,Chair,2026-04-03 21:03:29.990956,1350,Medium Value
1293,C294,P054,South,2026-01-24,5,705,98.28,Technology,Laptop,2026-04-03 21:03:29.990956,3525,Medium Value
1294,C295,P055,North,2026-01-25,5,1125,99.93,Office Supplies,Storage,2026-04-03 21:03:29.990956,5625,High Value
1295,C296,P056,West,2026-01-26,1,1962,380.06,Office Supplies,Paper,2026-04-03 21:03:29.990956,1962,High Value
1296,C297,P057,North,2026-01-27,1,1901,179.0,Technology,Phone,2026-04-03 21:03:29.990956,1901,High Value
1297,C298,P058,East,2026-01-28,3,684,127.98,Office Supplies,Pen,2026-04-03 21:03:29.990956,2052,Medium Value
1298,C299,P059,North,2026-01-29,4,1734,338.12,Office Supplies,Storage,2026-04-03 21:03:29.990956,6936,High Value
1299,C300,P060,West,2026-01-30,2,802,138.96,Technology,Laptop,2026-04-03 21:03:29.990956,1604,Medium Value
1300,C001,P061,West,2026-01-31,5,1480,206.7,Furniture,Table,2026-04-03 21:03:29.990956,7400,High Value
1301,C002,P062,North,2026-02-01,5,117,9.69,Furniture,Table,2026-04-03 21:03:29.990956,585,Low Value
1302,C003,P063,South,2026-02-02,1,1908,312.21,Furniture,Sofa,2026-04-03 21:03:29.990956,1908,High Value
1303,C004,P064,North,2026-02-03,5,1242,233.99,Furniture,Sofa,2026-04-03 21:03:29.990956,6210,High Value
1304,C005,P065,South,2026-02-04,3,1672,347.43,Technology,Laptop,2026-04-03 21:03:29.990956,5016,High Value
1305,C006,P066,North,2026-02-05,1,1302,231.01,Furniture,Chair,2026-04-03 21:03:29.990956,1302,High Value
1306,C007,P067,East,2026-02-06,2,1503,314.85,Technology,Phone,2026-04-03 21:03:29.990956,3006,High Value
1307,C008,P068,West,2026-02-07,2,1231,205.13,Furniture,Table,2026-04-03 21:03:29.990956,2462,High Value
1308,C009,P069,North,2026-02-08,1,1275,160.5,Furniture,Chair,2026-04-03 21:03:29.990956,1275,High Value
1309,C010,P070,East,2026-02-09,4,1148,155.08,Furniture,Chair,2026-04-03 21:03:29.990956,4592,High Value
1310,C011,P071,East,2026-02-10,5,1021,183.55,Furniture,Table,2026-04-03 21:03:29.990956,5105,High Value
1311,C012,P072,South,2026-02-11,4,1325,240.51,Office Supplies,Pen,2026-04-03 21:03:29.990956,5300,High Value
1312,C013,P073,West,2026-02-12,2,1766,234.27,Technology,Laptop,2026-04-03 21:03:29.990956,3532,High Value
1313,C014,P074,East,2026-02-13,3,1577,336.54,Technology,Laptop,2026-04-03 21:03:29.990956,4731,High Value
1314,C015,P075,South,2026-02-14,3,955,204.77,Office Supplies,Paper,2026-04-03 21:03:29.990956,2865,Medium Value
1315,C016,P076,South,2026-02-15,1,1707,177.57,Office Supplies,Paper,2026-04-03 21:03:29.990956,1707,High Value
1316,C017,P077,West,2026-02-16,5,1223,227.22,Technology,Phone,2026-04-03 21:03:29.990956,6115,High Value
1317,C018,P078,West,2026-02-17,1,461,79.69,Office Supplies,Paper,2026-04-03 21:03:29.990956,461,Low Value
1318,C019,P079,North,2026-02-18,4,613,62.37,Office Supplies,Paper,2026-04-03 21:03:29.990956,2452,Medium Value
1319,C020,P080,West,2026-02-19,2,430,47.74,Technology,Phone,2026-04-03 21:03:29.990956,860,Low Value
1320,C021,P081,East,2026-02-20,1,440,58.48,Office Supplies,Storage,2026-04-03 21:03:29.990956,440,Low Value
1321,C022,P082,West,2026-02-21,1,1495,308.75,Furniture,Chair,2026-04-03 21:03:29.990956,1495,High Value
1322,C023,P083,East,2026-02-22,4,1667,147.8,Furniture,Chair,2026-04-03 21:03:29.990956,6668,High Value
1323,C024,P084,South,2026-02-23,2,358,50.81,Office Supplies,Paper,2026-04-03 21:03:29.990956,716,Low Value
1324,C025,P085,South,2026-02-24,2,613,92.56,Furniture,Sofa,2026-04-03 21:03:29.990956,1226,Medium Value
1325,C026,P086,North,2026-02-25,4,1958,174.09,Office Supplies,Storage,2026-04-03 21:03:29.990956,7832,High Value
1326,C027,P087,South,2026-02-26,4,1974,258.52,Technology,Laptop,2026-04-03 21:03:29.990956,7896,High Value
1327,C028,P088,West,2026-02-27,3,348,38.95,Office Supplies,Paper,2026-04-03 21:03:29.990956,1044,Low Value
1328,C029,P089,North,2026-02-28,2,1189,105.89,Office Supplies,Pen,2026-04-03 21:03:29.990956,2378,High Value
1329,C030,P090,South,2026-03-01,4,189,17.38,Office Supplies,Storage,2026-04-03 21:03:29.990956,756,Low Value
1330,C031,P091,West,2026-03-02,3,1920,235.66,Technology,Accessory,2026-04-03 21:03:29.990956,5760,High Value
1331,C032,P092,South,2026-03-03,4,998,144.63,Office Supplies,Storage,2026-04-03 21:03:29.990956,3992,Medium Value
1332,C033,P093,East,2026-03-04,1,875,133.52,Furniture,Sofa,2026-04-03 21:03:29.990956,875,Medium Value
1333,C034,P094,South,2026-03-05,1,1762,144.17,Furniture,Sofa,2026-04-03 21:03:29.990956,1762,High Value
1334,C035,P095,South,2026-03-06,1,584,78.62,Office Supplies,Pen,2026-04-03 21:03:29.990956,584,Medium Value
1335,C036,P096,South,2026-03-07,3,1734,154.38,Technology,Accessory,2026-04-03 21:03:29.990956,5202,High Value
1336,C037,P097,West,2026-03-08,4,305,57.07,Office Supplies,Storage,2026-04-03 21:03:29.990956,1220,Low Value
1337,C038,P098,East,2026-03-09,3,1256,172.87,Furniture,Sofa,2026-04-03 21:03:29.990956,3768,High Value
1338,C039,P099,South,2026-03-10,2,975,192.72,Technology,Phone,2026-04-03 21:03:29.990956,1950,Medium Value
1339,C040,P100,North,2026-03-11,4,1232,255.53,Technology,Phone,2026-04-03 21:03:29.990956,4928,High Value
1340,C041,P101,West,2026-03-12,1,217,22.67,Technology,Phone,2026-04-03 21:03:29.990956,217,Low Value
1341,C042,P102,West,2026-03-13,5,1475,275.82,Office Supplies,Paper,2026-04-03 21:03:29.990956,7375,High Value
1342,C043,P103,North,2026-03-14,1,1996,367.96,Office Supplies,Storage,2026-04-03 21:03:29.990956,1996,High Value
1343,C044,P104,East,2026-03-15,5,1700,352.86,Technology,Phone,2026-04-03 21:03:29.990956,8500,High Value
1344,C045,P105,East,2026-03-16,4,1390,298.0,Furniture,Table,2026-04-03 21:03:29.990956,5560,High Value
1345,C046,P106,North,2026-03-17,4,648,100.62,Furniture,Sofa,2026-04-03 21:03:29.990956,2592,Medium Value
1346,C047,P107,East,2026-03-18,5,1438,241.92,Furniture,Chair,2026-04-03 21:03:29.990956,7190,High Value
1347,C048,P108,East,2026-03-19,1,1711,333.14,Office Supplies,Storage,2026-04-03 21:03:29.990956,1711,High Value
1348,C049,P109,South,2026-03-20,3,546,78.67,Office Supplies,Pen,2026-04-03 21:03:29.990956,1638,Medium Value
1349,C050,P110,North,2026-03-21,4,1083,180.73,Office Supplies,Pen,2026-04-03 21:03:29.990956,4332,High Value
1350,C051,P111,South,2026-03-22,3,1943,210.83,Office Supplies,Pen,2026-04-03 21:03:29.990956,5829,High Value
1351,C052,P112,East,2026-03-23,5,626,101.76,Office Supplies,Paper,2026-04-03 21:03:29.990956,3130,Medium Value
1352,C053,P113,North,2026-03-24,5,1354,229.05,Furniture,Chair,2026-04-03 21:03:29.990956,6770,High Value
1353,C054,P114,South,2026-03-25,5,1970,302.2,Technology,Accessory,2026-04-03 21:03:29.990956,9850,High Value
1354,C055,P115,East,2026-03-26,2,276,44.72,Furniture,Table,2026-04-03 21:03:29.990956,552,Low Value
1355,C056,P116,East,2026-03-27,5,607,50.8,Furniture,Table,2026-04-03 21:03:29.990956,3035,Medium Value
1356,C057,P117,East,2026-03-28,2,1169,189.13,Office Supplies,Paper,2026-04-03 21:03:29.990956,2338,High Value
1357,C058,P118,North,2026-03-29,1,528,80.62,Office Supplies,Storage,2026-04-03 21:03:29.990956,528,Medium Value
1358,C059,P119,South,2026-03-30,4,1127,125.05,Furniture,Table,2026-04-03 21:03:29.990956,4508,High Value
1359,C060,P120,East,2026-03-31,5,1471,203.78,Technology,Accessory,2026-04-03 21:03:29.990956,7355,High Value
1360,C061,P001,South,2026-01-01,2,1070,115.23,Office Supplies,Pen,2026-04-03 21:03:29.990956,2140,High Value
1361,C062,P002,South,2026-01-02,5,183,17.36,Office Supplies,Pen,2026-04-03 21:03:29.990956,915,Low Value
1362,C063,P003,East,2026-01-03,5,108,10.46,Furniture,Table,2026-04-03 21:03:29.990956,540,Low Value
1363,C064,P004,North,2026-01-04,3,147,12.8,Furniture,Sofa,2026-04-03 21:03:29.990956,441,Low Value
1364,C065,P005,North,2026-01-05,5,1464,152.22,Office Supplies,Storage,2026-04-03 21:03:29.990956,7320,High Value
1365,C066,P006,South,2026-01-06,4,443,86.39,Office Supplies,Storage,2026-04-03 21:03:29.990956,1772,Low Value
1366,C067,P007,South,2026-01-07,5,379,43.37,Furniture,Table,2026-04-03 21:03:29.990956,1895,Low Value
1367,C068,P008,North,2026-01-08,5,719,94.94,Technology,Phone,2026-04-03 21:03:29.990956,3595,Medium Value
1368,C069,P009,North,2026-01-09,3,589,97.91,Furniture,Sofa,2026-04-03 21:03:29.990956,1767,Medium Value
1369,C070,P010,North,2026-01-10,5,428,54.08,Furniture,Chair,2026-04-03 21:03:29.990956,2140,Low Value
1370,C071,P011,West,2026-01-11,4,1432,295.34,Furniture,Chair,2026-04-03 21:03:29.990956,5728,High Value
1371,C072,P012,East,2026-01-12,3,728,76.19,Office Supplies,Storage,2026-04-03 21:03:29.990956,2184,Medium Value
1372,C073,P013,West,2026-01-13,5,433,37.0,Technology,Accessory,2026-04-03 21:03:29.990956,2165,Low Value
1373,C074,P014,East,2026-01-14,2,826,101.1,Technology,Phone,2026-04-03 21:03:29.990956,1652,Medium Value
1374,C075,P015,North,2026-01-15,4,990,108.91,Technology,Laptop,2026-04-03 21:03:29.990956,3960,Medium Value
1375,C076,P016,East,2026-01-16,2,429,45.82,Furniture,Table,2026-04-03 21:03:29.990956,858,Low Value
1376,C077,P017,South,2026-01-17,5,1527,247.15,Office Supplies,Paper,2026-04-03 21:03:29.990956,7635,High Value
1377,C078,P018,South,2026-01-18,5,585,112.24,Furniture,Sofa,2026-04-03 21:03:29.990956,2925,Medium Value
1378,C079,P019,South,2026-01-19,5,1259,192.41,Office Supplies,Storage,2026-04-03 21:03:29.990956,6295,High Value
1379,C080,P020,North,2026-01-20,5,1799,267.94,Office Supplies,Pen,2026-04-03 21:03:29.990956,8995,High Value
1380,C081,P021,East,2026-01-21,3,1550,305.24,Furniture,Table,2026-04-03 21:03:29.990956,4650,High Value
1381,C082,P022,East,2026-01-22,2,777,83.89,Furniture,Table,2026-04-03 21:03:29.990956,1554,Medium Value
1382,C083,P023,West,2026-01-23,1,1790,245.39,Office Supplies,Storage,2026-04-03 21:03:29.990956,1790,High Value
1383,C084,P024,North,2026-01-24,2,806,65.97,Furniture,Sofa,2026-04-03 21:03:29.990956,1612,Medium Value
1384,C085,P025,West,2026-01-25,4,1973,288.49,Office Supplies,Paper,2026-04-03 21:03:29.990956,7892,High Value
1385,C086,P026,East,2026-01-26,4,870,128.84,Office Supplies,Storage,2026-04-03 21:03:29.990956,3480,Medium Value
1386,C087,P027,North,2026-01-27,2,1047,166.09,Technology,Accessory,2026-04-03 21:03:29.990956,2094,High Value
1387,C088,P028,West,2026-01-28,2,1521,146.7,Furniture,Sofa,2026-04-03 21:03:29.990956,3042,High Value
1388,C089,P029,South,2026-01-29,4,515,112.89,Office Supplies,Storage,2026-04-03 21:03:29.990956,2060,Medium Value
1389,C090,P030,West,2026-01-30,4,666,134.09,Office Supplies,Pen,2026-04-03 21:03:29.990956,2664,Medium Value
1390,C091,P031,South,2026-01-31,2,409,40.12,Technology,Laptop,2026-04-03 21:03:29.990956,818,Low Value
1391,C092,P032,West,2026-02-01,1,606,53.73,Office Supplies,Storage,2026-04-03 21:03:29.990956,606,Medium Value
1392,C093,P033,South,2026-02-02,1,427,44.96,Furniture,Sofa,2026-04-03 21:03:29.990956,427,Low Value
1393,C094,P034,North,2026-02-03,2,1541,138.58,Furniture,Chair,2026-04-03 21:03:29.990956,3082,High Value
1394,C095,P035,South,2026-02-04,4,1219,173.48,Technology,Accessory,2026-04-03 21:03:29.990956,4876,High Value
1395,C096,P036,West,2026-02-05,2,1463,195.32,Office Supplies,Pen,2026-04-03 21:03:29.990956,2926,High Value
1396,C097,P037,South,2026-02-06,3,560,99.23,Technology,Laptop,2026-04-03 21:03:29.990956,1680,Medium Value
1397,C098,P038,West,2026-02-07,3,1717,187.27,Furniture,Table,2026-04-03 21:03:29.990956,5151,High Value
1398,C099,P039,South,2026-02-08,2,501,79.38,Furniture,Chair,2026-04-03 21:03:29.990956,1002,Medium Value
1399,C100,P040,East,2026-02-09,2,266,44.86,Office Supplies,Paper,2026-04-03 21:03:29.990956,532,Low Value
1400,C101,P041,North,2026-02-10,2,1551,325.54,Office Supplies,Pen,2026-04-03 21:03:29.990956,3102,High Value
1401,C102,P042,West,2026-02-11,2,1397,187.58,Office Supplies,Paper,2026-04-03 21:03:29.990956,2794,High Value
1402,C103,P043,East,2026-02-12,3,1900,175.89,Office Supplies,Storage,2026-04-03 21:03:29.990956,5700,High Value
1403,C104,P044,South,2026-02-13,4,1906,288.53,Furniture,Sofa,2026-04-03 21:03:29.990956,7624,High Value
1404,C105,P045,East,2026-02-14,5,1818,253.36,Furniture,Sofa,2026-04-03 21:03:29.990956,9090,High Value
1405,C106,P046,South,2026-02-15,3,181,16.22,Furniture,Table,2026-04-03 21:03:29.990956,543,Low Value
1406,C107,P047,North,2026-02-16,5,1894,210.9,Furniture,Table,2026-04-03 21:03:29.990956,9470,High Value
1407,C108,P048,North,2026-02-17,3,1329,272.93,Office Supplies,Paper,2026-04-03 21:03:29.990956,3987,High Value
1408,C109,P049,North,2026-02-18,4,1856,346.49,Technology,Phone,2026-04-03 21:03:29.990956,7424,High Value
1409,C110,P050,South,2026-02-19,5,1673,328.94,Office Supplies,Paper,2026-04-03 21:03:29.990956,8365,High Value
1410,C111,P051,West,2026-02-20,1,123,26.65,Furniture,Table,2026-04-03 21:03:29.990956,123,Low Value
1411,C112,P052,South,2026-02-21,1,1474,195.42,Office Supplies,Pen,2026-04-03 21:03:29.990956,1474,High Value
1412,C113,P053,North,2026-02-22,1,687,149.97,Office Supplies,Paper,2026-04-03 21:03:29.990956,687,Medium Value
1413,C114,P054,East,2026-02-23,2,583,115.07,Furniture,Sofa,2026-04-03 21:03:29.990956,1166,Medium Value
1414,C115,P055,East,2026-02-24,2,182,16.11,Furniture,Sofa,2026-04-03 21:03:29.990956,364,Low Value
1415,C116,P056,West,2026-02-25,4,570,76.67,Technology,Accessory,2026-04-03 21:03:29.990956,2280,Medium Value
1416,C117,P057,West,2026-02-26,5,598,105.53,Technology,Accessory,2026-04-03 21:03:29.990956,2990,Medium Value
1417,C118,P058,West,2026-02-27,4,628,77.3,Office Supplies,Paper,2026-04-03 21:03:29.990956,2512,Medium Value
1418,C119,P059,West,2026-02-28,1,336,39.07,Office Supplies,Storage,2026-04-03 21:03:29.990956,336,Low Value
1419,C120,P060,North,2026-03-01,3,1298,146.08,Furniture,Table,2026-04-03 21:03:29.990956,3894,High Value
1420,C121,P061,South,2026-03-02,3,692,55.68,Technology,Phone,2026-04-03 21:03:29.990956,2076,Medium Value
1421,C122,P062,East,2026-03-03,5,1145,183.85,Office Supplies,Paper,2026-04-03 21:03:29.990956,5725,High Value
1422,C123,P063,East,2026-03-04,2,1207,154.08,Office Supplies,Storage,2026-04-03 21:03:29.990956,2414,High Value
1423,C124,P064,East,2026-03-05,4,803,114.03,Technology,Phone,2026-04-03 21:03:29.990956,3212,Medium Value
1424,C125,P065,West,2026-03-06,3,1094,217.88,Technology,Phone,2026-04-03 21:03:29.990956,3282,High Value
1425,C126,P066,East,2026-03-07,4,969,123.09,Office Supplies,Paper,2026-04-03 21:03:29.990956,3876,Medium Value
1426,C127,P067,South,2026-03-08,4,741,112.48,Furniture,Sofa,2026-04-03 21:03:29.990956,2964,Medium Value
1427,C128,P068,South,2026-03-09,1,1873,196.7,Technology,Phone,2026-04-03 21:03:29.990956,1873,High Value
1428,C129,P069,East,2026-03-10,4,1655,343.86,Technology,Laptop,2026-04-03 21:03:29.990956,6620,High Value
1429,C130,P070,South,2026-03-11,4,241,44.24,Technology,Accessory,2026-04-03 21:03:29.990956,964,Low Value
1430,C131,P071,South,2026-03-12,5,266,38.31,Office Supplies,Paper,2026-04-03 21:03:29.990956,1330,Low Value
1431,C132,P072,West,2026-03-13,5,1935,220.07,Office Supplies,Storage,2026-04-03 21:03:29.990956,9675,High Value
1432,C133,P073,North,2026-03-14,3,1460,283.02,Furniture,Table,2026-04-03 21:03:29.990956,4380,High Value
1433,C134,P074,South,2026-03-15,2,243,34.69,Office Supplies,Pen,2026-04-03 21:03:29.990956,486,Low Value
1434,C135,P075,South,2026-03-16,2,1379,120.42,Furniture,Chair,2026-04-03 21:03:29.990956,2758,High Value
1435,C136,P076,West,2026-03-17,1,1296,125.13,Furniture,Table,2026-04-03 21:03:29.990956,1296,High Value
1436,C137,P077,North,2026-03-18,3,1757,351.67,Office Supplies,Paper,2026-04-03 21:03:29.990956,5271,High Value
1437,C138,P078,West,2026-03-19,2,103,12.02,Technology,Phone,2026-04-03 21:03:29.990956,206,Low Value
1438,C139,P079,West,2026-03-20,2,1951,178.39,Office Supplies,Pen,2026-04-03 21:03:29.990956,3902,High Value
1439,C140,P080,West,2026-03-21,4,711,69.67,Office Supplies,Pen,2026-04-03 21:03:29.990956,2844,Medium Value
1440,C141,P081,North,2026-03-22,1,1837,304.83,Office Supplies,Storage,2026-04-03 21:03:29.990956,1837,High Value
1441,C142,P082,West,2026-03-23,5,1342,192.59,Furniture,Chair,2026-04-03 21:03:29.990956,6710,High Value
1442,C143,P083,North,2026-03-24,4,978,175.15,Technology,Phone,2026-04-03 21:03:29.990956,3912,Medium Value
1443,C144,P084,West,2026-03-25,3,1123,156.78,Furniture,Table,2026-04-03 21:03:29.990956,3369,High Value
1444,C145,P085,West,2026-03-26,4,1661,274.68,Furniture,Chair,2026-04-03 21:03:29.990956,6644,High Value
1445,C146,P086,East,2026-03-27,5,1162,233.81,Furniture,Sofa,2026-04-03 21:03:29.990956,5810,High Value
1446,C147,P087,North,2026-03-28,2,1425,168.59,Office Supplies,Pen,2026-04-03 21:03:29.990956,2850,High Value
1447,C148,P088,West,2026-03-29,2,534,100.7,Office Supplies,Paper,2026-04-03 21:03:29.990956,1068,Medium Value
1448,C149,P089,South,2026-03-30,3,558,105.6,Furniture,Chair,2026-04-03 21:03:29.990956,1674,Medium Value
1449,C150,P090,North,2026-03-31,1,237,44.98,Furniture,Chair,2026-04-03 21:03:29.990956,237,Low Value
1450,C151,P091,South,2026-01-01,4,1634,144.26,Furniture,Table,2026-04-03 21:03:29.990956,6536,High Value
1451,C152,P092,East,2026-01-02,3,1678,282.15,Furniture,Chair,2026-04-03 21:03:29.990956,5034,High Value
1452,C153,P093,West,2026-01-03,1,1767,276.87,Office Supplies,Paper,2026-04-03 21:03:29.990956,1767,High Value
1453,C154,P094,North,2026-01-04,3,1062,208.07,Technology,Laptop,2026-04-03 21:03:29.990956,3186,High Value
1454,C155,P095,East,2026-01-05,5,814,139.08,Office Supplies,Paper,2026-04-03 21:03:29.990956,4070,Medium Value
1455,C156,P096,East,2026-01-06,5,1537,177.37,Office Supplies,Storage,2026-04-03 21:03:29.990956,7685,High Value
1456,C157,P097,North,2026-01-07,4,580,103.57,Technology,Accessory,2026-04-03 21:03:29.990956,2320,Medium Value
1457,C158,P098,East,2026-01-08,4,642,67.9,Office Supplies,Paper,2026-04-03 21:03:29.990956,2568,Medium Value
1458,C159,P099,South,2026-01-09,5,1112,207.95,Office Supplies,Storage,2026-04-03 21:03:29.990956,5560,High Value
1459,C160,P100,East,2026-01-10,1,1731,147.94,Office Supplies,Pen,2026-04-03 21:03:29.990956,1731,High Value
1460,C161,P101,East,2026-01-11,3,198,18.2,Furniture,Table,2026-04-03 21:03:29.990956,594,Low Value
1461,C162,P102,North,2026-01-12,2,1580,325.96,Furniture,Sofa,2026-04-03 21:03:29.990956,3160,High Value
1462,C163,P103,East,2026-01-13,1,1640,308.58,Office Supplies,Storage,2026-04-03 21:03:29.990956,1640,High Value
1463,C164,P104,South,2026-01-14,5,1149,181.41,Technology,Laptop,2026-04-03 21:03:29.990956,5745,High Value
1464,C165,P105,West,2026-01-15,1,313,67.38,Technology,Accessory,2026-04-03 21:03:29.990956,313,Low Value
1465,C166,P106,North,2026-01-16,1,1520,316.53,Technology,Phone,2026-04-03 21:03:29.990956,1520,High Value
1466,C167,P107,East,2026-01-17,5,1446,150.0,Technology,Phone,2026-04-03 21:03:29.990956,7230,High Value
